rera_office_number,company_name_en,company_name_ar,trade_licence,status,registration_date,expiry_date,address,phone_office,email_office,website,specialisation_tags,land_specialist_flag,source_url,retrieved_date,pdpl_compliance_note
CN-5840703,DREAM FINDERS REAL ESTATE - L.L.C - S.P.C,,,,,,"Office 1, Building 1, Abu Dhabi Gate City, 1, Abu Dhabi,",+971501157077,i.stegniy@dreamfinders.co,https://www.propertyfinder.ae/en/broker/dream-finders-real-estate-l-l-c-s-p-c-11561,total_properties:7,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
CN-5841397,O D Z  PROPERTIES - L.L.C - S.P.C,,,,,,"Office -, Building -, Abu Dhabi Gate City, -, Abu Dhabi, PO Box -",+971568741760,hamza@odzrealty.com,https://www.propertyfinder.ae/en/broker/o-d-z-properties-l-l-c-s-p-c-12563,total_properties:1,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
CN-5841418,EAST WEST HOMES  PROPERTIES  - L.L.C - S.P.C,,,,,,"Office 0, Building 0, Abu Dhabi Gate City, 0, Abu Dhabi, PO Box 0",+971544721409,info@ewhproperties.com,https://www.propertyfinder.ae/en/broker/east-west-homes-properties-l-l-c-s-p-c-12606,total_properties:4,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
CN-5875463,Golden Key Real Estate Management,,,,,,"Office Ground level, Building al raha beach hotel, Al Raha Beach, AL RAHA, Abu Dhabi, PO Box -",+971554437878,,https://www.propertyfinder.ae/en/broker/golden-key-real-estate-management-v2-12866,total_properties:3,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,email_office redacted: personal domain
CN-5878543,O AND M HOMES REAL ESTATE  - L.L.C - S.P.C,,,,,,"Office -, Building -, Abu Dhabi Gate City, -, Abu Dhabi, PO Box -",+971521354442,info@onmhomes.com,https://www.propertyfinder.ae/en/broker/o-and-m-homes-real-estate-l-l-c-s-p-c-12814,total_properties:41,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
CN-5903339,THE HOUSING ENTERPRISE COMPANY PROPERTY MANAGEMENT - L.L.C - S.P.C,,,,,,"Office floor 2, Building building 13, Muroor Area, al turath street, Abu Dhabi, PO Box -",+971504156649,info@thecompany.ae,https://www.propertyfinder.ae/en/broker/the-housing-enterprise-company-property-management-l-l-c-s-p-c-12747,total_properties:92,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
CN-5914461,VAN NOORD REAL ESTATE MANAGEMENT - L.L.C - S.P.C,,,,,,"Office -, Building -, Danet Abu Dhabi, -, Abu Dhabi, PO Box -",+971586139605,info@vannoordre.com,https://www.propertyfinder.ae/en/broker/van-noord-real-estate-management-l-l-c-s-p-c-12953,total_properties:6,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
CN-5917611,ULTIMATE HUB,,,,,,"Office Office 101, Building Al Nasr Tower 1, Corniche Area, Al Nasr Street, Abu Dhabi, PO Box 000",+971564512112,mehrez.k@ultimatehubrealestate.com,https://www.propertyfinder.ae/en/broker/ultimate-hub-12913,total_properties:81,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
CN-5921660,KULM EXCLUSIVE PROPERTIES - AUH,,,,,,"Office #6, Haibu Space, Building Abu Dhabi Mall, Al Zahiyah, Al Marina Street, Abu Dhabi, PO Box -",+971522791515,info@kulm-group.com,https://www.propertyfinder.ae/en/broker/kulm-exclusive-properties-auh-11571,"commercial_listings:5,total_properties:60",TRUE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
CN-5921996,Selecto House Properties - L.L.C - S.P.C.,,,,,,"Office 0, Building 0, Abu Dhabi Gate City, 0, Abu Dhabi, PO Box 0",+971507800951,,https://www.propertyfinder.ae/en/broker/selecto-house-properties-l-l-c-s-p-c-12751,"commercial_listings:1,total_properties:17",TRUE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,email_office redacted: personal domain
CN-5945586,Arabian Sunrise Properties Limited - Abu Dhabi,,,,,,"Office 5708, Building Addax Port Tower, Al Reem Island, Al Reem Island, Abu Dhabi, PO Box 000",+971567638838,maria@arabiansp.ae,https://www.propertyfinder.ae/en/broker/arabian-sunrise-properties-limited-abu-dhabi-12415,total_properties:24,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
CN-5948709,BENCHMARK BROKERS REAL ESTATE BROKERAGE - L.L.C - S.P.C,,,,,,"Office 2nd Floor, Building C1 Building, Al Salam Street, 26 Al Nuzha Street, Abu Dhabi, PO Box 000",+971507571191,karim.sami@adcp.ae,https://www.propertyfinder.ae/en/broker/benchmark-brokers-real-estate-brokerage-l-l-c-s-p-c-12865,total_properties:28,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
CN-5957564,AXIS HOME REAL ESTATE & MAINTENANCE SERVICES - L.L.C - S.P.C,,,,,,"Office -, Building -, Abu Dhabi Gate City, -, Abu Dhabi, PO Box -",+971564651438,ayush.banerjee@axishome.ae,https://www.propertyfinder.ae/en/broker/axis-home-real-estate-maintenance-services-l-l-c-s-p-c-v2-13000,"commercial_listings:1,total_properties:13",TRUE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
CN-5959109,LIVANA REAL ESTATE BROKORAGE - L.L.C - S.P.C,,,,,,"Office -, Building -, Al Markaziyah, -, Abu Dhabi, PO Box -",+971551551554,info@livanauae.com,https://www.propertyfinder.ae/en/broker/livana-real-estate-brokorage-l-l-c-s-p-c-12486,"commercial_listings:2,total_properties:16",TRUE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
CN-5984937,MAPLE LEAF PROPERTY  - L.L.C - S.P.C,,,,,,"Office 0, Building 0, Al Shahama, 0, Abu Dhabi, PO Box 0",+971508079494,sanad@mapleleafproperties.ae,https://www.propertyfinder.ae/en/broker/maple-leaf-property-l-l-c-s-p-c-12603,total_properties:2,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
CN-6001129,Home Sweet Home Real Estate-AD,,,,,,"Office ., Building ., Abu Dhabi Gate City, ., Abu Dhabi, PO Box .",+971542227333,hr@hshestate.com,https://www.propertyfinder.ae/en/broker/home-sweet-home-real-estate-ad-12847,total_properties:7,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
CN-6015075,RED BOAT REAL ESTATE AND GENERAL MAINTENANCE - L.L.C,,,,,,"Office -, Building -, Abu Dhabi Gate City, -, Abu Dhabi, PO Box -",+971551132651,,https://www.propertyfinder.ae/en/broker/red-boat-real-estate-and-general-maintenance-l-l-c-v2-12958,total_properties:2,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,email_office redacted: personal domain
CN-6049325,GALINA NAM REAL ESTATE,,,,,,"Office -, Building -, Corniche Road, -, Abu Dhabi, PO Box -",+971507437705,info@galina-nam.com,https://www.propertyfinder.ae/en/broker/galina-nam-real-estate-v2-13045,total_properties:2,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
CN-6098348,Crescent Gate Property Management - L.L.C,,,,,,"Office -, Building -, Rawdhat Abu Dhabi, -, Abu Dhabi, PO Box -",+971555499717,,https://www.propertyfinder.ae/en/broker/crescent-gate-property-management-l-l-c-12886,total_properties:8,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,email_office redacted: personal domain
CN-6100403,GOLDWINGS  PROPERTY MANAGEMENT,,,,,,"Office 02, Building Madinat zayed office tower, Madinat Zayed, MUROOR ROAD, Abu Dhabi, PO Box -",+971506689517,ceo@goldwingsproperty.com,https://www.propertyfinder.ae/en/broker/goldwings-property-management-v2-13078,total_properties:26,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
CN-6101865,KYMIA PROPERTIES - L.L.C. - S.P.C.,,,,,,"Office -, Building -, Abu Dhabi Gate City, -, Abu Dhabi, PO Box -",+971543015860,info@kymiaproperties.com,https://www.propertyfinder.ae/en/broker/kymia-properties-l-l-c-s-p-c-v2-12978,total_properties:25,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
CN-6111208,PRESIGHT PROPERTIES   - L.L.C - S.P.C,,,,,,"Office -, Building -, Abu Dhabi Gate City, -, Abu Dhabi, PO Box -",+971542211777,info@presightproperties.ae,https://www.propertyfinder.ae/en/broker/presight-properties-l-l-c-s-p-c-12943,"commercial_listings:2,total_properties:40",TRUE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
CN-6119629,Equity Edge Real Estate - ABU DHABI,,,,,,,+971585079764,danny.a@equityedge.ae,https://www.propertyfinder.ae/en/broker/equity-edge-real-estate-abu-dhabi-v2-13215,total_properties:2,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
CN-6218229,ROOTS ORIGIN PROPERTIES - L.L.C,,,,,,"Office -, Building -, Al Markaziyah, -, Abu Dhabi, PO Box -",+971506176109,mohamad.youssef@rootsop.com,https://www.propertyfinder.ae/en/broker/roots-origin-properties-l-l-c-v2-13106,total_properties:6,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
CN-6257689,SEVEN ACRES REAL ESTATE - BRANCH OF ABU DHABI,,,,,,,+971566159791,,https://www.propertyfinder.ae/en/broker/seven-acres-real-estate-branch-of-abu-dhabi-v2-13023,total_properties:3,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,email_office redacted: personal domain
CN-6301784,Prime Residences Property Management LLC,,,,,,"Office 107, Building Al Jazira Club, Muroor Area, Al Muroor - Rashid Bin Saeed Al Maktoum St(2nd St), Abu Dhabi, PO Box -",+971567029652,contact@primeresidences.ae,https://www.propertyfinder.ae/en/broker/prime-residences-property-management-llc-v2-180070,total_properties:6,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
CN-6305216,ONE LOCATION REAL ESTATE - L.L.C - S.P.C,,,,,,"Office 1619, Building Alkhazna Tower, Al Najda Street, al najda st, Abu Dhabi, PO Box -",+971589329980,,https://www.propertyfinder.ae/en/broker/one-location-real-estate-l-l-c-s-p-c-v2-13362,total_properties:55,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,email_office redacted: personal domain
CN-6315741,NATION STARS REAL ESTATE - L.L.C - S.P.C,,,,,,"Office ., Building ., Mussafah, ., Abu Dhabi, PO Box .",+971556689955,info@nationstars.ae,https://www.propertyfinder.ae/en/broker/nation-stars-real-estate-l-l-c-s-p-c-v2-180415,total_properties:10,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
CN-6373690,NEXON REAL ESTATE AND MANAGEMENT SERVICES - L.L.C - S.P.C,,,,,,"Office office 129, Building ICAD 2, Mussafah, Abu Dhabi industrial area, Abu Dhabi, PO Box -",+971503961138,imran@nexonestate.com,https://www.propertyfinder.ae/en/broker/nexon-real-estate-and-management-services-l-l-c-s-p-c-v2-180374,total_properties:5,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
CN-6432277,Meadows Living Real Estate - L.L.C,,,,,,"Office Office 512, Building Madinat Zayed Tower, Muroor Area, Muroor Road, Abu Dhabi, PO Box -",+971585172439,gary.carr@meadowsliving.ae,https://www.propertyfinder.ae/en/broker/meadows-living-real-estate-l-l-c-v2-180464,total_properties:1,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
cn-5815084,Via Sakan Properties - L.L.C. - S.P.C,,,,,,"Office -, Building Alwahda Millennium tower, Airport Road, Airport Road, Abu Dhabi, PO Box -",+971543787876,cs@viasakan.ae,https://www.propertyfinder.ae/en/broker/via-sakan-properties-l-l-c-s-p-c-v2-13291,total_properties:22,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
